"Category","Order Date","Segment","Number of Records","Sales Target","Column6","Updated_Order_Date"
Office Supplies,"7/9/13",Corporate,1,"52.70112","","2013-09-07"
Technology,"7/9/13",Consumer,1,"829.43016","","2013-09-07"
Technology,"7/9/13",Corporate,1,"794.5488","","2013-09-07"
Furniture,"7/10/13",Corporate,1,"538.88884","","2013-10-07"
Office Supplies,"7/11/13",Consumer,1,"559.9528","","2013-11-07"
Office Supplies,"7/11/13",Home Office,1,"48.44448","","2013-11-07"
Technology,"7/11/13",Corporate,1,"294.11226","","2013-11-07"
Technology,"7/13/13",Corporate,1,"102.4632","","2013-13-07"
Furniture,"7/15/13",Consumer,1,"86.6775","","2013-15-07"
Furniture,"7/15/13",Corporate,1,"590.71872","","2013-15-07"
Office Supplies,"7/15/13",Consumer,1,"408.68282","","2013-15-07"
Office Supplies,"7/15/13",Corporate,1,"103.9374","","2013-15-07"
Technology,"7/15/13",Consumer,1,"542.5404","","2013-15-07"
Technology,"7/15/13",Corporate,1,"399.9072","","2013-15-07"
Furniture,"7/16/13",Corporate,1,"244.0968","","2013-16-07"
Office Supplies,"7/16/13",Corporate,1,"97.0784","","2013-16-07"
Office Supplies,"7/16/13",Home Office,1,"39.072","","2013-16-07"
Furniture,"7/17/13",Corporate,1,"8.78784","","2013-17-07"
Office Supplies,"7/17/13",Consumer,1,"6.3072","","2013-17-07"
Office Supplies,"7/17/13",Corporate,1,"164.2004","","2013-17-07"
Technology,"7/17/13",Consumer,1,"663.89232","","2013-17-07"
Technology,"7/17/13",Corporate,1,"80.5388","","2013-17-07"
Furniture,"7/18/13",Consumer,1,"34.5681","","2013-18-07"
Office Supplies,"7/18/13",Consumer,1,"853.85756","","2013-18-07"
Office Supplies,"7/18/13",Corporate,1,"254.56","","2013-18-07"
Technology,"7/18/13",Consumer,1,"422.23296","","2013-18-07"
Technology,"7/18/13",Corporate,1,"519.39","","2013-18-07"
Furniture,"7/19/13",Corporate,1,"1,539.17","","2013-19-07"
Office Supplies,"7/19/13",Corporate,1,"822.188","","2013-19-07"
Office Supplies,"7/19/13",Home Office,1,"345.224","","2013-19-07"
Technology,"7/19/13",Consumer,1,"73.71504","","2013-19-07"
Furniture,"7/20/13",Consumer,1,"600.7176","","2013-20-07"
Office Supplies,"7/20/13",Consumer,1,"457.8218","","2013-20-07"
Technology,"7/20/13",Home Office,1,"430.21354","","2013-20-07"
Technology,"7/21/13",Consumer,1,"89.95","","2013-21-07"
Furniture,"7/22/13",Consumer,1,"309.332","","2013-22-07"
Office Supplies,"7/22/13",Consumer,1,"5.9508","","2013-22-07"
Office Supplies,"7/22/13",Corporate,1,"683.0021","","2013-22-07"
Furniture,"7/23/13",Consumer,1,"10.83264","","2013-23-07"
Furniture,"7/23/13",Corporate,1,"29.3394","","2013-23-07"
Office Supplies,"7/23/13",Consumer,1,"949.0812","","2013-23-07"
Office Supplies,"7/23/13",Corporate,1,"102.2322","","2013-23-07"
Office Supplies,"7/23/13",Home Office,1,"81.89","","2013-23-07"
Technology,"7/23/13",Consumer,1,"119.8455","","2013-23-07"
Office Supplies,"7/24/13",Consumer,1,"199.57504","","2013-24-07"
Office Supplies,"7/24/13",Corporate,1,"51.84256","","2013-24-07"
Office Supplies,"7/24/13",Home Office,1,"12.44344","","2013-24-07"
Technology,"7/24/13",Consumer,1,"107.07648","","2013-24-07"
Technology,"7/24/13",Corporate,1,"244.237","","2013-24-07"
Furniture,"7/25/13",Corporate,1,"236.00052","","2013-25-07"
Office Supplies,"7/25/13",Consumer,1,"67.344","","2013-25-07"
Furniture,"7/26/13",Consumer,1,"3,206.48","","2013-26-07"
Furniture,"7/26/13",Corporate,1,"493.7724","","2013-26-07"
Office Supplies,"7/26/13",Consumer,1,"186.60282","","2013-26-07"
Office Supplies,"7/26/13",Corporate,1,"305.43108","","2013-26-07"
Office Supplies,"7/26/13",Home Office,1,"59.63502","","2013-26-07"
Technology,"7/26/13",Consumer,1,"1,511.97","","2013-26-07"
Technology,"7/26/13",Corporate,1,"409.146","","2013-26-07"
Furniture,"7/29/13",Consumer,1,"186.3225","","2013-29-07"
Furniture,"7/29/13",Home Office,1,"301.2264","","2013-29-07"
Office Supplies,"7/29/13",Consumer,1,"1,202.40","","2013-29-07"
Office Supplies,"7/29/13",Home Office,1,"132.9672","","2013-29-07"
Office Supplies,"7/30/13",Consumer,1,"785.7759","","2013-30-07"
Office Supplies,"7/30/13",Corporate,1,"83.93616","","2013-30-07"
Office Supplies,"7/31/13",Consumer,1,"1,066.79","","2013-31-07"
Office Supplies,"7/31/13",Corporate,1,"651.2324","","2013-31-07"
Office Supplies,"7/31/13",Home Office,1,"9.17136","","2013-31-07"
Furniture,"8/1/13",Consumer,1,"240.1872","","2013-01-08"
Furniture,"8/1/13",Corporate,1,"811.34032","","2013-01-08"
Office Supplies,"8/1/13",Consumer,1,"305.7912","","2013-01-08"
Technology,"8/1/13",Consumer,1,"724.752","","2013-01-08"
Furniture,"8/2/13",Consumer,1,"18.3464","","2013-02-08"
Office Supplies,"8/2/13",Corporate,1,"61.01544","","2013-02-08"
Technology,"8/2/13",Corporate,1,"1,070.92","","2013-02-08"
Furniture,"8/3/13",Corporate,1,"124.18224","","2013-03-08"
Office Supplies,"8/3/13",Corporate,1,"10.6624","","2013-03-08"
Technology,"8/3/13",Corporate,1,"300.2184","","2013-03-08"
Office Supplies,"8/4/13",Consumer,1,"77.463","","2013-04-08"
Technology,"8/4/13",Consumer,1,"147.2064","","2013-04-08"
Furniture,"8/5/13",Home Office,1,"101.016","","2013-05-08"
Office Supplies,"8/5/13",Consumer,1,"4.3382","","2013-05-08"
Office Supplies,"8/5/13",Corporate,1,"29.78976","","2013-05-08"
Office Supplies,"8/5/13",Home Office,1,"53.4209","","2013-05-08"
Technology,"8/5/13",Corporate,1,"314.47936","","2013-05-08"
Office Supplies,"8/6/13",Corporate,1,"185.227","","2013-06-08"
Office Supplies,"8/7/13",Consumer,1,"39.4902","","2013-07-08"
Office Supplies,"8/7/13",Corporate,1,"62.3744","","2013-07-08"
Technology,"8/7/13",Consumer,1,"196.38624","","2013-07-08"
Technology,"8/8/13",Corporate,1,"197.967","","2013-08-08"
Furniture,"8/9/13",Home Office,1,"446.33088","","2013-09-08"
Office Supplies,"8/9/13",Consumer,1,"71.1392","","2013-09-08"
Office Supplies,"8/9/13",Home Office,1,"452.79","","2013-09-08"
Office Supplies,"8/10/13",Consumer,1,"648.38016","","2013-10-08"
Office Supplies,"8/10/13",Home Office,1,"14.92056","","2013-10-08"
Technology,"8/10/13",Consumer,1,"42.09696","","2013-10-08"
Office Supplies,"8/12/13",Home Office,1,"165.4838","","2013-12-08"
Furniture,"8/13/13",Consumer,1,"190.32468","","2013-13-08"
Furniture,"8/13/13",Corporate,1,"601.652975","","2013-13-08"
Furniture,"8/13/13",Home Office,1,"131.1876","","2013-13-08"
Office Supplies,"8/13/13",Consumer,1,"1,453.73","","2013-13-08"
Office Supplies,"8/13/13",Home Office,1,"39.55072","","2013-13-08"
Technology,"8/13/13",Consumer,1,"1,315.95","","2013-13-08"
Furniture,"8/14/13",Corporate,1,"215.3444","","2013-14-08"
Office Supplies,"8/14/13",Consumer,1,"396.79208","","2013-14-08"
Office Supplies,"8/14/13",Corporate,1,"7.7532","","2013-14-08"
Technology,"8/14/13",Consumer,1,"66.2216","","2013-14-08"
Office Supplies,"8/15/13",Consumer,1,"28.29372","","2013-15-08"
Technology,"8/15/13",Consumer,1,"109.77408","","2013-15-08"
Technology,"8/15/13",Corporate,1,"739.82136","","2013-15-08"
Furniture,"8/16/13",Consumer,1,"483.5934","","2013-16-08"
Office Supplies,"8/16/13",Consumer,1,"182.9031","","2013-16-08"
Office Supplies,"8/16/13",Corporate,1,"3.402","","2013-16-08"
Technology,"8/16/13",Consumer,1,"775.31816","","2013-16-08"
Technology,"8/16/13",Corporate,1,"66.21792","","2013-16-08"
Furniture,"8/17/13",Corporate,1,"159.6672","","2013-17-08"
Office Supplies,"8/17/13",Consumer,1,"42.8274","","2013-17-08"
Office Supplies,"8/18/13",Consumer,1,"13.66944","","2013-18-08"
Furniture,"8/19/13",Home Office,1,"14.30016","","2013-19-08"
Office Supplies,"8/19/13",Consumer,1,"85.908","","2013-19-08"
Office Supplies,"8/19/13",Corporate,1,"323.3412","","2013-19-08"
Technology,"8/19/13",Corporate,1,"35.991","","2013-19-08"
Office Supplies,"8/20/13",Consumer,1,"466.74368","","2013-20-08"
Technology,"8/21/13",Home Office,1,"14.9278","","2013-21-08"
Furniture,"8/22/13",Consumer,1,"567.44226","","2013-22-08"
Furniture,"8/22/13",Corporate,1,"2,800.44","","2013-22-08"
Furniture,"8/22/13",Home Office,1,"709.30404","","2013-22-08"
Office Supplies,"8/22/13",Corporate,1,"98.06464","","2013-22-08"
Office Supplies,"8/22/13",Home Office,1,"36.51872","","2013-22-08"
Technology,"8/22/13",Corporate,1,"371.33572","","2013-22-08"
Furniture,"8/23/13",Home Office,1,"100.29456","","2013-23-08"
Office Supplies,"8/23/13",Consumer,1,"293.09488","","2013-23-08"
Office Supplies,"8/23/13",Corporate,1,"25.452","","2013-23-08"
Furniture,"8/24/13",Consumer,1,"506.0688","","2013-24-08"
Furniture,"8/24/13",Home Office,1,"21.02544","","2013-24-08"
Office Supplies,"8/24/13",Consumer,1,"215.7864","","2013-24-08"
Office Supplies,"8/24/13",Corporate,1,"1,080.53","","2013-24-08"
Office Supplies,"8/24/13",Home Office,1,"788.95488","","2013-24-08"
Technology,"8/24/13",Consumer,1,"728.712","","2013-24-08"
Technology,"8/24/13",Home Office,1,"648.3286","","2013-24-08"
Furniture,"8/27/13",Consumer,1,"634.38","","2013-27-08"
Furniture,"8/27/13",Corporate,1,"2,601.57","","2013-27-08"
Office Supplies,"8/27/13",Consumer,1,"207.1548","","2013-27-08"
Office Supplies,"8/27/13",Corporate,1,"178.02804","","2013-27-08"
Technology,"8/27/13",Consumer,1,"745.1352","","2013-27-08"
Technology,"8/27/13",Corporate,1,"530.19144","","2013-27-08"
Technology,"8/27/13",Home Office,1,"43.6527","","2013-27-08"
Furniture,"8/28/13",Consumer,1,"220.1535","","2013-28-08"
Office Supplies,"8/28/13",Consumer,1,"331.2276","","2013-28-08"
Office Supplies,"8/28/13",Corporate,1,"98.1312","","2013-28-08"
Technology,"8/28/13",Consumer,1,"64.7676","","2013-28-08"
Furniture,"8/29/13",Consumer,1,"146.990432","","2013-29-08"
Office Supplies,"8/29/13",Consumer,1,"40.5762","","2013-29-08"
Office Supplies,"8/29/13",Corporate,1,"17.14176","","2013-29-08"
Technology,"8/29/13",Consumer,1,"92.2896","","2013-29-08"
Furniture,"8/30/13",Corporate,1,"389.568","","2013-30-08"
Office Supplies,"8/30/13",Corporate,1,"15.3363","","2013-30-08"
Office Supplies,"8/30/13",Home Office,1,"100.94594","","2013-30-08"
Technology,"8/30/13",Home Office,1,"122.69504","","2013-30-08"
Furniture,"8/31/13",Consumer,1,"825.44616","","2013-31-08"
Office Supplies,"8/31/13",Consumer,1,"171.08292","","2013-31-08"
Technology,"8/31/13",Consumer,1,"605.62368","","2013-31-08"
Office Supplies,"9/1/13",Consumer,1,"22.7696","","2013-01-09"
Furniture,"9/2/13",Consumer,1,"172.638","","2013-02-09"
Office Supplies,"9/2/13",Consumer,1,"426.9063","","2013-02-09"
Office Supplies,"9/2/13",Corporate,1,"75.26232","","2013-02-09"
Office Supplies,"9/2/13",Home Office,1,"4,622.46","","2013-02-09"
Technology,"9/2/13",Consumer,1,"495.144","","2013-02-09"
Technology,"9/2/13",Corporate,1,"21.34932","","2013-02-09"
Technology,"9/2/13",Home Office,1,"6.9937","","2013-02-09"
Furniture,"9/3/13",Consumer,1,"1,322.29","","2013-03-09"
Furniture,"9/3/13",Home Office,1,"91.85648","","2013-03-09"
Office Supplies,"9/3/13",Consumer,1,"558.45944","","2013-03-09"
Office Supplies,"9/3/13",Home Office,1,"51.27834","","2013-03-09"
Technology,"9/3/13",Consumer,1,"4,734.73","","2013-03-09"
Technology,"9/3/13",Home Office,1,"156.3688","","2013-03-09"
Furniture,"9/4/13",Consumer,1,"597.53508","","2013-04-09"
Furniture,"9/4/13",Home Office,1,"73.87776","","2013-04-09"
Office Supplies,"9/4/13",Consumer,1,"138.58444","","2013-04-09"
Office Supplies,"9/4/13",Corporate,1,"161.408","","2013-04-09"
Office Supplies,"9/4/13",Home Office,1,"993.0789","","2013-04-09"
Technology,"9/4/13",Home Office,1,"252.7038","","2013-04-09"
Furniture,"9/5/13",Consumer,1,"126.8857","","2013-05-09"
Office Supplies,"9/5/13",Consumer,1,"754.47552","","2013-05-09"
Office Supplies,"9/5/13",Corporate,1,"497.9313","","2013-05-09"
Technology,"9/5/13",Consumer,1,"2,771.92","","2013-05-09"
Furniture,"9/6/13",Consumer,1,"3,160.62","","2013-06-09"
Furniture,"9/6/13",Corporate,1,"424.69764","","2013-06-09"
Office Supplies,"9/6/13",Consumer,1,"842.27704","","2013-06-09"
Office Supplies,"9/6/13",Corporate,1,"48.44928","","2013-06-09"
Office Supplies,"9/6/13",Home Office,1,"225.09144","","2013-06-09"
Technology,"9/6/13",Consumer,1,"425.9024","","2013-06-09"
Technology,"9/6/13",Corporate,1,"169.176","","2013-06-09"
Furniture,"9/7/13",Consumer,1,"780.14016","","2013-07-09"
Office Supplies,"9/7/13",Consumer,1,"113.2382","","2013-07-09"
Office Supplies,"9/7/13",Corporate,1,"107.82","","2013-07-09"
Technology,"9/7/13",Consumer,1,"28.9926","","2013-07-09"
Technology,"9/7/13",Corporate,1,"319.69648","","2013-07-09"
Furniture,"9/9/13",Consumer,1,"2,720.89","","2013-09-09"
Furniture,"9/9/13",Home Office,1,"160.0248","","2013-09-09"
Office Supplies,"9/9/13",Consumer,1,"550.58112","","2013-09-09"
Office Supplies,"9/9/13",Corporate,1,"73.8864","","2013-09-09"
Office Supplies,"9/9/13",Home Office,1,"315.952","","2013-09-09"
Technology,"9/9/13",Consumer,1,"88.1144","","2013-09-09"
Technology,"9/9/13",Corporate,1,"64.1572","","2013-09-09"
Furniture,"9/10/13",Home Office,1,"15.7584","","2013-10-09"
Office Supplies,"9/10/13",Consumer,1,"67.18464","","2013-10-09"
Furniture,"9/11/13",Consumer,1,"264.8184","","2013-11-09"
Office Supplies,"9/11/13",Consumer,1,"428.42448","","2013-11-09"
Office Supplies,"9/11/13",Home Office,1,"119.0197","","2013-11-09"
Technology,"9/11/13",Consumer,1,"791.956","","2013-11-09"
Technology,"9/11/13",Corporate,1,"488.4992","","2013-11-09"
Office Supplies,"9/12/13",Consumer,1,"454.07908","","2013-12-09"
Office Supplies,"9/12/13",Corporate,1,"35.4144","","2013-12-09"
Office Supplies,"9/12/13",Home Office,1,"65.34332","","2013-12-09"
Technology,"9/12/13",Consumer,1,"4,499.67","","2013-12-09"
Technology,"9/12/13",Corporate,1,"670.63032","","2013-12-09"
Furniture,"9/13/13",Corporate,1,"1,437.06","","2013-13-09"
Furniture,"9/13/13",Home Office,1,"72.32832","","2013-13-09"
Office Supplies,"9/13/13",Consumer,1,"36.75228","","2013-13-09"
Office Supplies,"9/13/13",Corporate,1,"169.4264","","2013-13-09"
Technology,"9/13/13",Corporate,1,"22.356","","2013-13-09"
Technology,"9/13/13",Home Office,1,"160.17768","","2013-13-09"
Furniture,"9/14/13",Consumer,1,"1,149.34","","2013-14-09"
Office Supplies,"9/14/13",Consumer,1,"772.533","","2013-14-09"
Technology,"9/14/13",Consumer,1,"188.916","","2013-14-09"
Office Supplies,"9/15/13",Consumer,1,"680.30368","","2013-15-09"
Office Supplies,"9/15/13",Home Office,1,"25.1424","","2013-15-09"
Technology,"9/15/13",Consumer,1,"442.2285","","2013-15-09"
Furniture,"9/16/13",Corporate,1,"1,105.82","","2013-16-09"
Office Supplies,"9/16/13",Consumer,1,"120.78072","","2013-16-09"
Office Supplies,"9/16/13",Corporate,1,"939.56256","","2013-16-09"
Furniture,"9/17/13",Corporate,1,"251.77272","","2013-17-09"
Furniture,"9/17/13",Home Office,1,"103.513","","2013-17-09"
Office Supplies,"9/17/13",Corporate,1,"16.606","","2013-17-09"
Office Supplies,"9/17/13",Home Office,1,"12.312","","2013-17-09"
Furniture,"9/18/13",Consumer,1,"185.976","","2013-18-09"
Furniture,"9/18/13",Corporate,1,"118.2384","","2013-18-09"
Furniture,"9/18/13",Home Office,1,"125.2768","","2013-18-09"
Office Supplies,"9/18/13",Consumer,1,"506.688","","2013-18-09"
Office Supplies,"9/18/13",Corporate,1,"56.981","","2013-18-09"
Office Supplies,"9/18/13",Home Office,1,"12.4432","","2013-18-09"
Technology,"9/18/13",Consumer,1,"356.4","","2013-18-09"
Technology,"9/18/13",Corporate,1,"531.89136","","2013-18-09"
Technology,"9/18/13",Home Office,1,"89.7464","","2013-18-09"
Furniture,"9/19/13",Consumer,1,"1,240.06","","2013-19-09"
Furniture,"9/19/13",Corporate,1,"2,174.06","","2013-19-09"
Office Supplies,"9/19/13",Consumer,1,"858.80664","","2013-19-09"
Office Supplies,"9/19/13",Corporate,1,"379.9773","","2013-19-09"
Technology,"9/19/13",Consumer,1,"223.18512","","2013-19-09"
Furniture,"9/20/13",Home Office,1,"1,631.31","","2013-20-09"
Office Supplies,"9/20/13",Consumer,1,"222.718","","2013-20-09"
Office Supplies,"9/20/13",Corporate,1,"8.66016","","2013-20-09"
Office Supplies,"9/20/13",Home Office,1,"1,641.87","","2013-20-09"
Technology,"9/20/13",Consumer,1,"272.4455","","2013-20-09"
Furniture,"9/21/13",Corporate,1,"98.158","","2013-21-09"
Furniture,"9/21/13",Home Office,1,"170.4352","","2013-21-09"
Office Supplies,"9/21/13",Consumer,1,"424.4855","","2013-21-09"
Office Supplies,"9/21/13",Corporate,1,"485.20788","","2013-21-09"
Furniture,"9/23/13",Corporate,1,"96.1312","","2013-23-09"
Furniture,"9/23/13",Home Office,1,"14.0768","","2013-23-09"
Office Supplies,"9/23/13",Consumer,1,"97.17532","","2013-23-09"
Office Supplies,"9/23/13",Corporate,1,"40.776","","2013-23-09"
Office Supplies,"9/23/13",Home Office,1,"204.65144","","2013-23-09"
Technology,"9/23/13",Consumer,1,"102.879","","2013-23-09"
Technology,"9/23/13",Corporate,1,"63.936","","2013-23-09"
Furniture,"9/24/13",Consumer,1,"365.2803","","2013-24-09"
Furniture,"9/24/13",Corporate,1,"652.88496","","2013-24-09"
Furniture,"9/24/13",Home Office,1,"26.88","","2013-24-09"
Office Supplies,"9/24/13",Consumer,1,"115.885","","2013-24-09"
Office Supplies,"9/24/13",Corporate,1,"54.24012","","2013-24-09"
Office Supplies,"9/24/13",Home Office,1,"32.94695","","2013-24-09"
Furniture,"9/25/13",Consumer,1,"294.65488","","2013-25-09"
Furniture,"9/25/13",Corporate,1,"651.4976","","2013-25-09"
Furniture,"9/25/13",Home Office,1,"20.368","","2013-25-09"
Office Supplies,"9/25/13",Consumer,1,"13.8888","","2013-25-09"
Office Supplies,"9/25/13",Corporate,1,"839.24132","","2013-25-09"
Office Supplies,"9/25/13",Home Office,1,"500.83488","","2013-25-09"
Furniture,"9/26/13",Consumer,1,"814.95993","","2013-26-09"
Furniture,"9/26/13",Corporate,1,"770.71398","","2013-26-09"
Office Supplies,"9/26/13",Consumer,1,"688.52152","","2013-26-09"
Office Supplies,"9/26/13",Corporate,1,"92.4506","","2013-26-09"
Technology,"9/26/13",Consumer,1,"466.99368","","2013-26-09"
Technology,"9/26/13",Corporate,1,"509.949","","2013-26-09"
Furniture,"9/27/13",Consumer,1,"814.83822","","2013-27-09"
Furniture,"9/27/13",Corporate,1,"844.7256","","2013-27-09"
Office Supplies,"9/27/13",Consumer,1,"149.132","","2013-27-09"
Office Supplies,"9/27/13",Corporate,1,"112.97416","","2013-27-09"
Office Supplies,"9/27/13",Home Office,1,"293.458","","2013-27-09"
Technology,"9/27/13",Home Office,1,"516.01672","","2013-27-09"
Furniture,"9/28/13",Corporate,1,"841.865024","","2013-28-09"
Office Supplies,"9/28/13",Consumer,1,"29.6019","","2013-28-09"
Office Supplies,"9/28/13",Corporate,1,"2.55816","","2013-28-09"
Technology,"9/28/13",Consumer,1,"1,031.63","","2013-28-09"
Office Supplies,"9/29/13",Corporate,1,"94.1792","","2013-29-09"
Office Supplies,"9/30/13",Consumer,1,"147.2263","","2013-30-09"
Office Supplies,"9/30/13",Corporate,1,"26.16768","","2013-30-09"
Office Supplies,"9/30/13",Home Office,1,"43.7416","","2013-30-09"
Technology,"9/30/13",Consumer,1,"248.6721","","2013-30-09"
Technology,"9/30/13",Corporate,1,"790.464","","2013-30-09"
Furniture,"10/1/13",Consumer,1,"445.332","","2013-01-10"
Office Supplies,"10/1/13",Consumer,1,"1.964","","2013-01-10"
Furniture,"10/2/13",Consumer,1,"527.57598","","2013-02-10"
Office Supplies,"10/2/13",Consumer,1,"58.89156","","2013-02-10"
Technology,"10/2/13",Consumer,1,"158.37672","","2013-02-10"
Office Supplies,"10/3/13",Consumer,1,"55.88784","","2013-03-10"
Office Supplies,"10/3/13",Corporate,1,"826.3716","","2013-03-10"
Technology,"10/3/13",Corporate,1,"18,899.95","","2013-03-10"
Furniture,"10/4/13",Consumer,1,"629.2566","","2013-04-10"
Furniture,"10/4/13",Corporate,1,"41.1264","","2013-04-10"
Furniture,"10/4/13",Home Office,1,"841.92512","","2013-04-10"
Office Supplies,"10/4/13",Consumer,1,"14.55264","","2013-04-10"
Office Supplies,"10/4/13",Home Office,1,"102.4114","","2013-04-10"
Furniture,"10/5/13",Consumer,1,"258.52176","","2013-05-10"
Furniture,"10/5/13",Corporate,1,"10.29552","","2013-05-10"
Office Supplies,"10/5/13",Consumer,1,"59.15448","","2013-05-10"
Office Supplies,"10/5/13",Home Office,1,"158.47","","2013-05-10"
Technology,"10/5/13",Corporate,1,"47.9388","","2013-05-10"
Technology,"10/5/13",Home Office,1,"4,751.92","","2013-05-10"
Office Supplies,"10/7/13",Consumer,1,"28.85","","2013-07-10"
Office Supplies,"10/7/13",Home Office,1,"28.386","","2013-07-10"
Technology,"10/7/13",Home Office,1,"709.9364","","2013-07-10"
Office Supplies,"10/8/13",Consumer,1,"144.3024","","2013-08-10"
Office Supplies,"10/8/13",Home Office,1,"4.4352","","2013-08-10"
Technology,"10/8/13",Corporate,1,"720.336","","2013-08-10"
Furniture,"10/9/13",Corporate,1,"53.26336","","2013-09-10"
Office Supplies,"10/9/13",Consumer,1,"454.1768","","2013-09-10"
Office Supplies,"10/9/13",Home Office,1,"61.94832","","2013-09-10"
Furniture,"10/10/13",Corporate,1,"286.23552","","2013-10-10"
Furniture,"10/10/13",Home Office,1,"150.91552","","2013-10-10"
Office Supplies,"10/10/13",Corporate,1,"17.03104","","2013-10-10"
