Category,Order Date,Segment,Number of Records,Sales Target,
Office Supplies,9/30/13,Home Office,1,43.7416,
Technology,9/30/13,Consumer,1,248.6721,
Technology,9/30/13,Corporate,1,790.464,
Furniture,10/1/13,Consumer,1,445.332,
Office Supplies,10/1/13,Consumer,1,1.964,
Furniture,10/2/13,Consumer,1,527.57598,
Office Supplies,10/2/13,Consumer,1,58.89156,
Technology,10/2/13,Consumer,1,158.37672,
Office Supplies,10/3/13,Consumer,1,55.88784,
Office Supplies,10/3/13,Corporate,1,826.3716,
Technology,10/3/13,Corporate,1,"18,899.95",
Furniture,10/4/13,Consumer,1,629.2566,
Furniture,10/4/13,Corporate,1,41.1264,
Furniture,10/4/13,Home Office,1,841.92512,
Office Supplies,10/4/13,Consumer,1,14.55264,
Office Supplies,10/4/13,Home Office,1,102.4114,
Furniture,10/5/13,Consumer,1,258.52176,
Furniture,10/5/13,Corporate,1,10.29552,
Office Supplies,10/5/13,Consumer,1,59.15448,
Office Supplies,10/5/13,Home Office,1,158.47,
Technology,10/5/13,Corporate,1,47.9388,
Technology,10/5/13,Home Office,1,"4,751.92",
Office Supplies,10/7/13,Consumer,1,28.85,
Office Supplies,10/7/13,Home Office,1,28.386,
Technology,10/7/13,Home Office,1,709.9364,
Office Supplies,10/8/13,Consumer,1,144.3024,
Office Supplies,10/8/13,Home Office,1,4.4352,
Technology,10/8/13,Corporate,1,720.336,
Furniture,10/9/13,Corporate,1,53.26336,
Office Supplies,10/9/13,Consumer,1,454.1768,
Office Supplies,10/9/13,Home Office,1,61.94832,
Furniture,10/10/13,Corporate,1,286.23552,
Furniture,10/10/13,Home Office,1,150.91552,
Office Supplies,10/10/13,Corporate,1,17.03104,
Office Supplies,10/10/13,Home Office,1,1.53472,
Technology,10/10/13,Corporate,1,25.65432,
Furniture,10/11/13,Consumer,1,14.84,
Furniture,10/11/13,Corporate,1,188.38274,
Office Supplies,10/11/13,Consumer,1,17.53944,
Office Supplies,10/11/13,Corporate,1,24.45597,
Technology,10/11/13,Corporate,1,14.71264,
Office Supplies,10/12/13,Consumer,1,30.08824,
Furniture,10/14/13,Consumer,1,195.8528,
Furniture,10/14/13,Corporate,1,901.4436,
Office Supplies,10/14/13,Consumer,1,248.39244,
Office Supplies,10/14/13,Corporate,1,171.7467,
Technology,10/14/13,Consumer,1,178.53768,
Furniture,10/15/13,Consumer,1,89.25504,
Office Supplies,10/15/13,Consumer,1,158.35776,
Office Supplies,10/15/13,Corporate,1,118.6776,
Technology,10/15/13,Consumer,1,"1,421.59",
Technology,10/15/13,Corporate,1,"1,205.48",
Office Supplies,10/16/13,Corporate,1,298.2012,
Office Supplies,10/16/13,Home Office,1,"1,233.73",
Technology,10/16/13,Home Office,1,5.5,
Furniture,10/17/13,Corporate,1,127.9638,
Furniture,10/18/13,Consumer,1,113.7212,
Furniture,10/18/13,Home Office,1,132.7326,
Office Supplies,10/18/13,Consumer,1,331.779,
Office Supplies,10/18/13,Home Office,1,"2,120.87",
Technology,10/18/13,Home Office,1,400.4733,
Furniture,10/19/13,Consumer,1,317.1576,
Furniture,10/21/13,Consumer,1,51.58426,
Furniture,10/21/13,Corporate,1,379.39328,
Furniture,10/21/13,Home Office,1,62.322,
Office Supplies,10/21/13,Consumer,1,96.97668,
Office Supplies,10/21/13,Corporate,1,16.78752,
Technology,10/21/13,Consumer,1,346.2712,
Furniture,10/22/13,Consumer,1,272.57984,
Furniture,10/22/13,Corporate,1,"1,841.50",
Furniture,10/22/13,Home Office,1,40.55552,
Office Supplies,10/22/13,Consumer,1,706.5762,
Office Supplies,10/22/13,Corporate,1,137.5392,
Office Supplies,10/22/13,Home Office,1,"4,572.41",
Technology,10/22/13,Consumer,1,430.60416,
Furniture,10/23/13,Consumer,1,126.2554,
Furniture,10/23/13,Home Office,1,27.632,
Office Supplies,10/23/13,Consumer,1,14.5694,
Furniture,10/24/13,Corporate,1,15.18664,
Office Supplies,10/24/13,Corporate,1,52.62336,
Office Supplies,10/24/13,Home Office,1,336.9825,
Office Supplies,10/25/13,Corporate,1,13.84128,
Technology,10/25/13,Consumer,1,201.9899,
Technology,10/25/13,Corporate,1,501.3782,
Technology,10/25/13,Home Office,1,593.37936,
Technology,10/26/13,Corporate,1,854.5164,
Furniture,10/28/13,Consumer,1,766.41224,
Office Supplies,10/28/13,Consumer,1,79.6841,
Office Supplies,10/28/13,Corporate,1,68.952,
Office Supplies,10/28/13,Home Office,1,69.15008,
Furniture,10/29/13,Consumer,1,257.58024,
Furniture,10/29/13,Corporate,1,826.056,
Office Supplies,10/29/13,Consumer,1,157.55265,
Office Supplies,10/29/13,Corporate,1,"1,225.93",
Technology,10/29/13,Consumer,1,314.47104,
Furniture,10/30/13,Consumer,1,73.03,
Office Supplies,10/30/13,Consumer,1,11.97888,
Office Supplies,10/30/13,Corporate,1,53.4582,
Office Supplies,10/31/13,Consumer,1,13.464,
Office Supplies,10/31/13,Corporate,1,133.64286,
Furniture,11/1/13,Consumer,1,522.4051,
Furniture,11/1/13,Corporate,1,"1,914.72",
Office Supplies,11/1/13,Consumer,1,31.10208,
Office Supplies,11/1/13,Corporate,1,"1,351.02",
Office Supplies,11/2/13,Corporate,1,120.60576,
Office Supplies,11/2/13,Home Office,1,271.9332,
Technology,11/2/13,Consumer,1,61.98192,
Technology,11/2/13,Home Office,1,18.748,
Furniture,11/4/13,Consumer,1,"1,084.62",
Furniture,11/4/13,Home Office,1,493.66275,
Office Supplies,11/4/13,Consumer,1,"1,732.48",
Office Supplies,11/4/13,Corporate,1,8.87808,
Technology,11/4/13,Consumer,1,236.6469,
Technology,11/4/13,Home Office,1,76.32,
Furniture,11/5/13,Consumer,1,125.04024,
Furniture,11/5/13,Corporate,1,"1,967.48",
Office Supplies,11/5/13,Consumer,1,181.1506,
Office Supplies,11/5/13,Corporate,1,818.2524,
Office Supplies,11/5/13,Home Office,1,44.67584,
Technology,11/5/13,Consumer,1,679.536,
Furniture,11/6/13,Consumer,1,"2,727.29",
Office Supplies,11/6/13,Consumer,1,232.1889,
Office Supplies,11/6/13,Home Office,1,225.45,
Technology,11/6/13,Consumer,1,862.469,
Technology,11/6/13,Corporate,1,22.7886,
Furniture,11/7/13,Corporate,1,233.80992,
Furniture,11/7/13,Home Office,1,300.78496,
Office Supplies,11/7/13,Consumer,1,72.9624,
Office Supplies,11/7/13,Corporate,1,109.8944,
Furniture,11/8/13,Consumer,1,48.906,
Furniture,11/8/13,Corporate,1,12.8934,
Furniture,11/8/13,Home Office,1,"1,442.82",
Office Supplies,11/8/13,Consumer,1,763.41468,
Office Supplies,11/8/13,Corporate,1,84.97224,
Office Supplies,11/8/13,Home Office,1,11.868,
Technology,11/8/13,Consumer,1,617.6907,
Technology,11/8/13,Corporate,1,557.94978,
Furniture,11/9/13,Consumer,1,"1,023.72",
Technology,11/10/13,Consumer,1,460.7712,
Furniture,11/11/13,Consumer,1,817.5142,
Furniture,11/11/13,Corporate,1,31.705,
Furniture,11/11/13,Home Office,1,170.92944,
Office Supplies,11/11/13,Consumer,1,"1,182.91",
Office Supplies,11/11/13,Corporate,1,404.46428,
Office Supplies,11/11/13,Home Office,1,518.436,
Technology,11/11/13,Consumer,1,"1,439.21",
Technology,11/11/13,Home Office,1,187.7463,
Furniture,11/12/13,Consumer,1,525.0756,
Furniture,11/12/13,Corporate,1,"2,526.69",
Office Supplies,11/12/13,Consumer,1,114.78864,
Office Supplies,11/12/13,Corporate,1,185.9616,
Office Supplies,11/12/13,Home Office,1,695.06064,
Technology,11/12/13,Consumer,1,317.95,
Technology,11/12/13,Corporate,1,124.04992,
Furniture,11/13/13,Consumer,1,"3,738.15",
Furniture,11/13/13,Corporate,1,22.97952,
Furniture,11/13/13,Home Office,1,728.30016,
Office Supplies,11/13/13,Consumer,1,119.61282,
Office Supplies,11/13/13,Corporate,1,325.669,
Technology,11/13/13,Consumer,1,29.10544,
Technology,11/13/13,Home Office,1,189.69768,
Furniture,11/14/13,Corporate,1,30.0564,
Furniture,11/14/13,Home Office,1,20.3992,
Office Supplies,11/14/13,Consumer,1,45.87968,
Office Supplies,11/14/13,Corporate,1,251.829,
Office Supplies,11/14/13,Home Office,1,265.1944,
Technology,11/14/13,Home Office,1,"2,485.16",
Furniture,11/15/13,Consumer,1,925.0848,
Office Supplies,11/15/13,Consumer,1,96.5566,
Technology,11/15/13,Consumer,1,"1,533.32",
Furniture,11/16/13,Corporate,1,680.42592,
Office Supplies,11/16/13,Consumer,1,"1,023.28",
Technology,11/16/13,Corporate,1,410.08174,
Office Supplies,11/17/13,Consumer,1,40.392,
Office Supplies,11/18/13,Consumer,1,22.36688,
Office Supplies,11/18/13,Home Office,1,45.54,
Technology,11/18/13,Consumer,1,57.77136,
Furniture,11/19/13,Consumer,1,307.9992,
Furniture,11/19/13,Home Office,1,239.80152,
Office Supplies,11/19/13,Consumer,1,63.5648,
Office Supplies,11/19/13,Corporate,1,105.00768,
Office Supplies,11/19/13,Home Office,1,"1,386.69",
Technology,11/19/13,Consumer,1,547.4,
Technology,11/19/13,Corporate,1,"1,240.76",
Technology,11/19/13,Home Office,1,67.3112,
Furniture,11/20/13,Consumer,1,2.07192,
Furniture,11/20/13,Corporate,1,28.4444,
Office Supplies,11/20/13,Consumer,1,446.68462,
Office Supplies,11/20/13,Corporate,1,54.4104,
Office Supplies,11/20/13,Home Office,1,35.34192,
Technology,11/20/13,Consumer,1,76.2776,
Furniture,11/21/13,Corporate,1,633.51798,
Furniture,11/21/13,Home Office,1,80.0124,
Office Supplies,11/21/13,Consumer,1,151.16306,
Office Supplies,11/21/13,Corporate,1,382.8244,
Office Supplies,11/21/13,Home Office,1,36.46424,
Technology,11/21/13,Consumer,1,"1,096.12",
Technology,11/21/13,Corporate,1,344.14416,
Technology,11/21/13,Home Office,1,225.26592,
Furniture,11/22/13,Consumer,1,384.61632,
Furniture,11/22/13,Home Office,1,104.48256,
Office Supplies,11/22/13,Consumer,1,73.6896,
Office Supplies,11/22/13,Corporate,1,63.3882,
Technology,11/22/13,Consumer,1,104.08653,
Technology,11/22/13,Corporate,1,392.7918,
Furniture,11/23/13,Corporate,1,42.6716,
Office Supplies,11/23/13,Consumer,1,80.69712,
Office Supplies,11/23/13,Corporate,1,31.69152,
Office Supplies,11/23/13,Home Office,1,126.21568,
Technology,11/23/13,Consumer,1,22.34976,
Furniture,11/24/13,Corporate,1,85.66416,
Office Supplies,11/24/13,Corporate,1,15.958,
Furniture,11/25/13,Corporate,1,"1,911.44",
Furniture,11/25/13,Home Office,1,427.7988,
Office Supplies,11/25/13,Consumer,1,"1,287.34",
Office Supplies,11/25/13,Home Office,1,119.7271,
Technology,11/25/13,Consumer,1,"1,161.29",
Technology,11/25/13,Corporate,1,"1,171.03",
Technology,11/25/13,Home Office,1,163.0712,
Furniture,11/26/13,Consumer,1,176.86032,
Furniture,11/26/13,Corporate,1,"1,631.35",
Office Supplies,11/26/13,Consumer,1,535.24748,
Office Supplies,11/26/13,Corporate,1,580.7,
Office Supplies,11/26/13,Home Office,1,4.9784,
Technology,11/26/13,Consumer,1,"4,342.74",
Technology,11/26/13,Corporate,1,451.1248,
Furniture,11/27/13,Consumer,1,"4,242.17",
Furniture,11/27/13,Corporate,1,344.4936,
Office Supplies,11/27/13,Consumer,1,212.65715,
Office Supplies,11/27/13,Corporate,1,187.42424,
Office Supplies,11/27/13,Home Office,1,18.47232,
Technology,11/27/13,Consumer,1,514.78128,
Technology,11/27/13,Corporate,1,"2,584",
Technology,11/27/13,Home Office,1,64.7676,
Furniture,11/28/13,Consumer,1,294.61047,
Furniture,11/28/13,Corporate,1,31.8756,
Office Supplies,11/28/13,Consumer,1,339.04464,
Office Supplies,11/28/13,Corporate,1,442.31256,
Technology,11/28/13,Consumer,1,380.97696,
Technology,11/28/13,Corporate,1,87.615,
Furniture,11/29/13,Corporate,1,514.55784,
Office Supplies,11/29/13,Consumer,1,7.518,
Office Supplies,11/29/13,Corporate,1,"2,326.42",
Technology,11/29/13,Corporate,1,450.71964,
Furniture,11/30/13,Home Office,1,263.97184,
Technology,11/30/13,Corporate,1,53.15856,
Furniture,12/1/13,Consumer,1,343.1736,
Office Supplies,12/1/13,Consumer,1,478.7024,
Technology,12/1/13,Consumer,1,36.192,
Furniture,12/2/13,Consumer,1,"1,556.99",
Furniture,12/2/13,Home Office,1,27.8052,
Office Supplies,12/2/13,Consumer,1,999.39294,
Office Supplies,12/2/13,Corporate,1,"2,341.75",
Office Supplies,12/2/13,Home Office,1,"1,029.87",
Technology,12/2/13,Consumer,1,"1,300.02",
Furniture,12/3/13,Corporate,1,764.52864,
Furniture,12/3/13,Home Office,1,76.041,
Office Supplies,12/3/13,Consumer,1,666.1798,
Office Supplies,12/3/13,Corporate,1,348.65376,
Office Supplies,12/3/13,Home Office,1,"2,079.40",
Technology,12/3/13,Corporate,1,172.224,
Technology,12/3/13,Home Office,1,535.4575,
Furniture,12/4/13,Consumer,1,"2,183.71",
Office Supplies,12/4/13,Consumer,1,"1,286.71",
Technology,12/4/13,Consumer,1,"1,781.95",
Furniture,12/5/13,Consumer,1,122.8932,
Office Supplies,12/5/13,Consumer,1,550.25532,
Office Supplies,12/5/13,Corporate,1,217.1376,
Technology,12/5/13,Consumer,1,72.6795,
Furniture,12/6/13,Consumer,1,187.9836,
Furniture,12/6/13,Corporate,1,"1,842.46",
Office Supplies,12/6/13,Consumer,1,"1,283.02",
Office Supplies,12/6/13,Corporate,1,316.06232,
Office Supplies,12/6/13,Home Office,1,37.83056,
Technology,12/6/13,Consumer,1,678.9806,
Technology,12/6/13,Corporate,1,454.257,
Office Supplies,12/7/13,Consumer,1,540.03798,
Office Supplies,12/7/13,Corporate,1,"1,137.90",
Office Supplies,12/7/13,Home Office,1,427.21188,
Technology,12/7/13,Consumer,1,535.77888,
Technology,12/7/13,Corporate,1,470.38432,
Technology,12/7/13,Home Office,1,495.4668,
Furniture,12/9/13,Consumer,1,"1,183.60",
Furniture,12/9/13,Corporate,1,"1,467.45",
Office Supplies,12/9/13,Consumer,1,336.1941,
Office Supplies,12/9/13,Corporate,1,51.224,
Office Supplies,12/9/13,Home Office,1,25.42428,
Technology,12/9/13,Consumer,1,354.31136,
Technology,12/9/13,Corporate,1,"1,066.99",
Furniture,12/10/13,Consumer,1,"1,151.98",
Furniture,12/10/13,Corporate,1,74.37582,
Office Supplies,12/10/13,Consumer,1,178.35205,
Office Supplies,12/10/13,Corporate,1,368.2852,
Technology,12/10/13,Consumer,1,122.716,
Technology,12/10/13,Corporate,1,18.8496,
Furniture,12/11/13,Consumer,1,"1,554.36",
Office Supplies,12/11/13,Consumer,1,"1,625.24",
Office Supplies,12/11/13,Corporate,1,64.0764,
Office Supplies,12/11/13,Home Office,1,86.76,
Technology,12/11/13,Consumer,1,42.065,
Furniture,12/12/13,Consumer,1,"1,369.10",
Furniture,12/12/13,Corporate,1,857.9474,
Furniture,12/12/13,Home Office,1,387.7632,
Office Supplies,12/12/13,Consumer,1,798.49732,
Office Supplies,12/12/13,Corporate,1,609.8532,
Technology,12/12/13,Consumer,1,502.69104,
Technology,12/12/13,Corporate,1,"1,401.08",
Furniture,12/13/13,Consumer,1,375.9672,
Furniture,12/13/13,Corporate,1,56.1255,
Furniture,12/13/13,Home Office,1,30.132,
Office Supplies,12/13/13,Consumer,1,91.9068,
Office Supplies,12/13/13,Corporate,1,66.06713,
Office Supplies,12/13/13,Home Office,1,41.9828,
Technology,12/13/13,Consumer,1,234.953,
Technology,12/13/13,Corporate,1,330.19872,
Technology,12/13/13,Home Office,1,631.6128,
Furniture,12/14/13,Corporate,1,"1,047.42",
Office Supplies,12/14/13,Consumer,1,9.348,
Office Supplies,12/14/13,Corporate,1,5.4864,
Technology,12/14/13,Corporate,1,59.4084,
Furniture,12/15/13,Consumer,1,477.27,
Furniture,12/15/13,Corporate,1,81.424,
Office Supplies,12/15/13,Consumer,1,78.0235,
Office Supplies,12/15/13,Corporate,1,141.54,
Furniture,12/16/13,Consumer,1,15.7932,
Furniture,12/16/13,Corporate,1,"1,636.41",
Furniture,12/16/13,Home Office,1,485.2077,
Office Supplies,12/16/13,Consumer,1,2.08116,
Office Supplies,12/16/13,Corporate,1,272.6604,
Office Supplies,12/16/13,Home Office,1,106.608,
Furniture,12/17/13,Consumer,1,507.528,
Office Supplies,12/17/13,Consumer,1,37.34808,
Office Supplies,12/17/13,Corporate,1,3.128,
Technology,12/17/13,Home Office,1,20.1495,
Furniture,12/18/13,Consumer,1,"1,983.48",
Office Supplies,12/18/13,Consumer,1,"10,783.09",
Office Supplies,12/18/13,Corporate,1,73.67424,
Office Supplies,12/18/13,Home Office,1,40.4811,
Technology,12/18/13,Corporate,1,180.504,
Furniture,12/19/13,Consumer,1,39.92,
Furniture,12/19/13,Corporate,1,188.4924,
Furniture,12/19/13,Home Office,1,894.3205,
Office Supplies,12/19/13,Corporate,1,"4,128.00",
Office Supplies,12/19/13,Home Office,1,951.92832,
Technology,12/19/13,Consumer,1,802.8545,
Technology,12/19/13,Corporate,1,61.61792,
Technology,12/19/13,Home Office,1,154.18704,
Furniture,12/20/13,Consumer,1,309.9984,
Furniture,12/20/13,Corporate,1,483.3282,
Office Supplies,12/20/13,Corporate,1,60.19198,
Furniture,12/21/13,Home Office,1,17.4064,
Office Supplies,12/21/13,Consumer,1,34.239,
Office Supplies,12/21/13,Home Office,1,14.3406,
Technology,12/21/13,Consumer,1,62.985,
Furniture,12/23/13,Consumer,1,946.88312,
Office Supplies,12/23/13,Consumer,1,61.45632,
Office Supplies,12/23/13,Home Office,1,54.2528,
Technology,12/23/13,Home Office,1,12.2536,
Furniture,12/24/13,Consumer,1,833.3658,
Furniture,12/24/13,Corporate,1,137.952,
Office Supplies,12/24/13,Consumer,1,5.33088,
Office Supplies,12/24/13,Corporate,1,"1,718.09",
Office Supplies,12/24/13,Home Office,1,8.28672,
Technology,12/24/13,Corporate,1,"3,131.89",
Technology,12/24/13,Home Office,1,"1,544.97",
Furniture,12/25/13,Consumer,1,792.9088,
Office Supplies,12/25/13,Consumer,1,38.5672,
Office Supplies,12/25/13,Corporate,1,35.404,
Office Supplies,12/25/13,Home Office,1,573.6093,
Technology,12/25/13,Corporate,1,186.0918,
Technology,12/25/13,Home Office,1,245.4528,
Furniture,12/26/13,Consumer,1,"5,727.18",
Furniture,12/26/13,Corporate,1,"1,194.45",
Office Supplies,12/26/13,Consumer,1,175.7558,
Office Supplies,12/26/13,Corporate,1,47.1744,
Technology,12/26/13,Consumer,1,355.9822,
Technology,12/26/13,Corporate,1,"2,986.39",
Furniture,12/27/13,Corporate,1,"1,173.66",
Office Supplies,12/27/13,Consumer,1,41.15748,
Office Supplies,12/27/13,Corporate,1,111.65552,
Technology,12/27/13,Consumer,1,86.3712,
Technology,12/27/13,Corporate,1,287.2648,
Furniture,12/28/13,Corporate,1,760.9392,
Office Supplies,12/28/13,Consumer,1,31.89246,
Office Supplies,12/28/13,Home Office,1,39.2112,
Technology,12/28/13,Consumer,1,35.2,
Furniture,12/30/13,Consumer,1,775.5094,
Office Supplies,12/30/13,Consumer,1,317.61002,
Office Supplies,12/30/13,Corporate,1,37.62432,
Office Supplies,12/30/13,Home Office,1,65.26208,
Furniture,12/31/13,Consumer,1,184.44888,
Office Supplies,12/31/13,Consumer,1,101.024,
Office Supplies,12/31/13,Corporate,1,20.63072,
Office Supplies,12/31/13,Home Office,1,521.84328,
Office Supplies,1/1/14,Consumer,1,247.36512,
Office Supplies,1/1/14,Corporate,1,145.43312,
Technology,1/1/14,Consumer,1,332.6136,
Furniture,1/2/14,Consumer,1,907.2057,
Office Supplies,1/2/14,Consumer,1,542.95704,
Office Supplies,1/2/14,Home Office,1,3.456,
Furniture,1/3/14,Consumer,1,959.1015,
Office Supplies,1/3/14,Consumer,1,442.0656,
Office Supplies,1/3/14,Corporate,1,41.84316,
Technology,1/3/14,Corporate,1,626.8152,
Office Supplies,1/4/14,Consumer,1,"2,090.97",
Office Supplies,1/7/14,Home Office,1,31.0408,
Office Supplies,1/8/14,Consumer,1,305.40328,
Technology,1/8/14,Corporate,1,"3,365.98",
Furniture,1/9/14,Corporate,1,982.278,
Office Supplies,1/10/14,Consumer,1,285.47064,
Furniture,1/13/14,Home Office,1,38.4336,
Office Supplies,1/13/14,Corporate,1,670.5612,
Office Supplies,1/13/14,Home Office,1,42.8856,
Furniture,1/14/14,Corporate,1,202.293,
Office Supplies,1/14/14,Corporate,1,"3,921.69",
Furniture,1/15/14,Home Office,1,18.3912,
Office Supplies,1/15/14,Consumer,1,230.15616,
Office Supplies,1/15/14,Corporate,1,166.93776,
Office Supplies,1/15/14,Home Office,1,105.021,
Technology,1/15/14,Consumer,1,110.31168,
Technology,1/15/14,Corporate,1,163.99208,
Technology,1/15/14,Home Office,1,215.748,
Office Supplies,1/16/14,Consumer,1,"2,209.13",
Office Supplies,1/16/14,Home Office,1,22.042,
Technology,1/16/14,Consumer,1,110.576,
Furniture,1/17/14,Consumer,1,314.7768,
Furniture,1/17/14,Corporate,1,423.31608,
Office Supplies,1/17/14,Consumer,1,"5,555.03",
Furniture,1/20/14,Consumer,1,845.69988,
Office Supplies,1/20/14,Consumer,1,631.6322,
Technology,1/20/14,Consumer,1,468.264,
Furniture,1/21/14,Corporate,1,189.13986,
Office Supplies,1/21/14,Consumer,1,35.316,
Technology,1/21/14,Consumer,1,453.05424,
Furniture,1/22/14,Home Office,1,79.8812,
Office Supplies,1/22/14,Consumer,1,252.46144,
Office Supplies,1/22/14,Home Office,1,938.60828,
Technology,1/22/14,Home Office,1,"1,184.29",
Office Supplies,1/23/14,Corporate,1,20.92272,
Office Supplies,1/23/14,Home Office,1,"1,308.37",
Technology,1/23/14,Home Office,1,"2,579.96",
Furniture,1/24/14,Corporate,1,189.882,
Office Supplies,1/24/14,Corporate,1,48.4344,
Office Supplies,1/24/14,Home Office,1,4.34544,
Technology,1/24/14,Corporate,1,81.17088,
Technology,1/24/14,Home Office,1,82.54624,
Office Supplies,1/25/14,Consumer,1,4.9329,
Office Supplies,1/25/14,Corporate,1,260.27384,
Technology,1/25/14,Corporate,1,101.52384,
Furniture,1/27/14,Consumer,1,62.72,
Office Supplies,1/27/14,Consumer,1,27.6,
Office Supplies,1/27/14,Corporate,1,21.7248,
Technology,1/27/14,Consumer,1,"2,851.73",
Office Supplies,1/28/14,Consumer,1,13.45536,
Technology,1/28/14,Consumer,1,286.1082,
Furniture,1/29/14,Home Office,1,41.514,
Office Supplies,1/29/14,Consumer,1,249.111,
Technology,1/29/14,Home Office,1,696.7788,
Furniture,1/30/14,Consumer,1,14.3136,
Office Supplies,1/30/14,Consumer,1,291.12928,
Furniture,1/31/14,Consumer,1,425.00457,
Furniture,1/31/14,Corporate,1,33.1968,
Furniture,1/31/14,Home Office,1,107.49776,
Office Supplies,1/31/14,Consumer,1,178.8402,
Office Supplies,1/31/14,Corporate,1,89.7624,
Office Supplies,1/31/14,Home Office,1,18.7572,
Technology,1/31/14,Consumer,1,"1,923.04",
Technology,1/31/14,Corporate,1,182.16,
Technology,1/31/14,Home Office,1,628.95872,
Furniture,2/3/14,Consumer,1,78.4966,
Furniture,2/3/14,Corporate,1,216.8974,
Office Supplies,2/3/14,Consumer,1,165.3976,
Office Supplies,2/3/14,Corporate,1,111.112,
Technology,2/3/14,Corporate,1,308.95262,
Furniture,2/4/14,Home Office,1,19.092,
Office Supplies,2/4/14,Consumer,1,348.46515,
Office Supplies,2/4/14,Home Office,1,436.24952,
Office Supplies,2/5/14,Consumer,1,29.7297,
Office Supplies,2/6/14,Consumer,1,253.62312,
